gene_id,24C,24N,27C,27N,29C,29N,30C,30N,31C,31N,32C,32N,33C,33N,34C,34N,35c,35N,36C,36N,37C,37N,38C,38N,39C,39N,41C,41N,42C,42N,43C,43N,46C,46N,47C,47N,49C,49N,50C,50N,51C,51N,53C,53N
ENSG00000009765,3380,2535,3185,1995,2071,1262,854,3777,3911,1723,2004,2805,1222,1297,4349,2393,1665,940,2868,2984,1305,1252,701,1849,2643,1168,3008,1994,3425,1772,6345,1760,3382,3295,3541,900,1876,1320,1725,417,2453,2134,4236,1735
ENSG00000009780,391,595,524,364,896,370,287,380,388,556,275,674,472,378,923,494,167,726,261,409,516,354,533,489,307,320,734,482,473,431,489,400,315,542,628,652,552,473,299,443,436,638,317,424
ENSG00000009790,64,530,174,292,626,190,408,163,306,284,226,179,241,151,97,156,50,265,263,334,97,374,126,171,89,74,317,398,88,112,10,225,228,323,45,143,634,478,59,353,328,263,125,158
ENSG00000009830,548,503,408,374,826,346,323,388,554,447,350,383,423,349,750,445,452,533,231,208,432,433,360,368,504,174,637,452,698,231,315,268,660,417,442,517,759,519,420,469,602,471,295,305
ENSG00000009844,5074,4215,2850,3554,2712,5271,1880,4719,2661,2923,3361,4700,4145,3473,4652,3774,2581,2962,2428,2884,6101,3202,2924,4055,2757,2116,5171,3374,4410,2983,2403,2088,3952,2991,3124,4545,5078,2834,1858,1180,3215,3724,3143,2455
ENSG00000009950,960,188,1428,86,2188,22,558,62,2533,75,403,127,117,95,980,137,436,287,927,180,906,246,508,66,947,120,2616,158,904,44,199,191,1729,392,3036,569,1702,113,1616,1268,515,122,342,114
ENSG00000009954,5240,2990,2402,2344,4135,811,4672,2388,2885,2755,5751,3498,2492,2257,4249,2257,3810,2632,4134,2149,3085,1878,1335,2360,2997,1448,5358,2656,3966,1951,3599,2172,7535,2886,8673,2610,4017,2250,4487,1984,3589,2382,8205,1728
ENSG00000010017,2507,1735,1313,1198,2719,819,1060,1727,2241,1478,1477,2169,1495,1820,1626,1682,1058,1209,1447,1195,1411,1038,927,1552,1100,1532,1788,1651,1321,1558,1049,1272,1756,1575,2504,2510,2072,1046,1150,1443,1655,1620,1457,973
ENSG00000010030,432,1451,366,299,414,171,950,284,389,53,404,177,285,194,156,1415,439,387,893,271,830,89,370,227,152,67,411,592,343,44,92,77,68,141,865,533,656,588,229,476,243,569,814,587
ENSG00000010072,768,603,331,435,654,383,487,483,637,476,675,555,641,535,846,374,578,438,434,303,901,329,402,435,909,397,936,345,766,412,479,382,686,427,625,494,873,358,503,274,601,452,685,317
ENSG00000010165,1915,1089,1175,916,1737,906,1778,1184,1580,1031,2208,1138,1122,921,2282,765,1556,929,1148,789,1949,905,916,988,1449,573,1751,1040,1477,576,1382,722,3020,954,2295,837,2607,1025,1958,538,1284,939,2672,640
ENSG00000010219,588,784,826,488,1580,1172,390,384,979,814,645,522,1007,474,994,327,830,816,465,343,864,495,1872,426,1430,366,969,482,973,663,1855,489,1081,791,677,385,1361,568,534,300,709,562,610,256
ENSG00000010244,8299,7984,5310,4954,7893,6725,5067,5247,9005,5481,7105,5832,7060,4801,10002,5734,6093,5656,5540,3589,13352,5390,7939,4379,8013,4091,12179,4803,8781,5979,4892,4148,15076,6203,8629,6083,12646,6910,5129,4370,6624,6608,8142,4501
ENSG00000010256,5436,16782,10853,15293,8773,28569,6154,15998,10803,17506,10012,19280,16228,18540,13438,11537,8258,14604,7343,9860,13126,16058,9446,16100,7453,10919,13401,13833,6957,10992,8462,9983,12042,10952,12070,15403,8443,18205,5752,4258,9733,17852,9740,9820
ENSG00000010270,3136,1409,1302,1269,1147,2724,1120,1277,1912,1388,1490,1478,1582,1212,1543,914,1157,1530,1576,983,3800,1209,3191,1072,1660,947,3247,1257,1834,1031,1028,1214,2284,1541,2078,1613,1908,1116,875,1028,1369,1343,2086,806
ENSG00000010278,20564,28053,31510,25641,16140,31315,8711,28687,17015,25382,22598,36880,27813,31158,29137,30780,16531,22839,17846,16220,33736,21854,26271,31025,28779,15799,51599,17987,24310,24074,26608,16404,27938,17208,20481,24598,28278,26165,20366,7785,14730,23229,25274,19095
ENSG00000010282,1,2,0,2,0,2,0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,1,0,4,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,16,0,4,0,1
ENSG00000010292,5145,2930,2636,1536,5026,847,2997,2290,4852,2092,6397,1626,1641,778,4271,1359,3290,1297,1802,1090,2450,2001,1151,1527,3304,505,6218,1491,3428,920,1883,1202,6185,1188,6049,878,5314,1916,4943,609,3313,1503,4512,1416
ENSG00000010295,256,218,174,170,557,87,166,141,473,371,235,125,292,141,88,166,98,521,84,175,129,133,102,236,70,103,207,310,239,135,112,220,270,391,113,445,458,459,89,602,342,410,150,112
ENSG00000010310,44,399,93,132,309,46,19,67,211,161,73,320,199,372,218,278,5,119,23,72,25,170,47,111,37,276,127,291,83,297,58,120,208,179,50,515,71,226,14,131,214,257,19,237
ENSG00000010318,161,372,160,269,315,275,76,253,220,392,110,212,84,96,256,216,63,217,69,186,95,211,132,199,19,60,178,241,113,98,130,179,207,303,107,165,99,387,56,125,314,255,133,184
ENSG00000010319,89,147,97,219,170,21,103,56,246,358,143,158,219,119,63,137,83,341,13,148,21,33,11,201,5,114,80,193,55,38,8,359,75,250,30,1551,223,294,22,3182,130,196,128,76
ENSG00000010322,1647,2137,1251,1286,3422,844,1171,1634,2712,2179,1777,1832,1631,1515,1670,1502,1328,2127,963,1541,1143,1381,616,1679,771,1157,1916,2316,1738,1050,1498,1855,3262,2973,3568,2527,1954,2502,1357,2138,1533,2422,1513,1259
ENSG00000010327,612,2536,950,2831,2502,592,763,4020,1543,3174,1369,1917,3268,3343,650,1840,491,2330,483,2052,531,1650,456,4188,444,1047,1171,4961,1048,1506,322,1526,1536,1599,482,4879,1689,3464,394,3768,2740,5576,1269,1962
ENSG00000010361,356,73,174,107,385,101,96,105,389,164,220,133,97,61,196,83,13,141,61,82,170,92,94,70,110,46,106,108,252,30,90,56,408,159,105,193,270,98,284,223,70,160,84,49
ENSG00000010379,2,2,6,0,2,0,0,1,8,1,0,1,1,1,0,2,3,0,0,2,1,4,1,0,0,0,1,0,2,1,1,0,2,4,1,0,3,3,1,2,2,1,3,0
ENSG00000010404,193,357,261,332,259,304,170,413,185,266,147,431,241,341,274,573,213,251,200,275,107,134,159,297,187,202,256,333,108,141,235,258,349,423,637,473,213,193,169,348,278,264,299,262
ENSG00000010438,2187,5997,2722,3655,1690,9328,887,5739,1881,2475,1607,6088,3144,9003,5767,6440,1245,3253,1553,3105,1963,2797,2505,3872,2206,4239,2526,4166,1795,3561,1160,2487,3179,3493,3545,6940,3588,3758,1189,1425,2157,4501,2449,3630
ENSG00000010539,1038,394,384,254,730,257,433,286,858,346,451,304,416,181,1021,384,792,278,539,192,844,264,548,214,410,165,510,264,706,289,479,235,676,307,729,399,702,341,455,407,489,301,1147,186
ENSG00000010610,514,1642,883,1427,2302,994,1289,1727,1131,1558,1061,1201,1409,1488,601,879,318,994,550,1263,417,913,347,1751,383,520,822,1733,475,522,218,945,807,1163,276,2519,1031,1479,395,2997,1897,2170,938,790
ENSG00000010626,327,164,119,71,235,249,101,118,302,138,94,99,79,69,202,102,58,130,186,110,157,50,476,152,96,69,283,118,207,62,309,110,412,167,277,214,222,73,113,195,130,100,187,74
ENSG00000010671,122,1033,312,405,457,382,252,342,271,470,179,281,301,236,99,183,66,401,197,310,221,430,146,261,131,133,374,550,106,149,27,340,156,361,46,457,435,343,65,616,583,580,183,227
ENSG00000010704,680,645,320,323,579,477,456,452,560,643,324,378,514,237,647,374,395,382,491,282,266,401,222,368,437,165,682,427,505,258,384,187,988,543,392,580,472,550,347,349,897,620,561,458
ENSG00000010803,1166,859,1002,949,1668,526,885,747,1097,1386,1263,934,586,556,1318,574,1022,1758,521,722,866,624,923,834,660,681,1803,889,572,402,1333,927,1390,1518,2544,1003,874,1333,1081,841,836,1419,1583,484
ENSG00000010810,630,751,652,486,1695,366,1768,438,970,872,827,612,779,566,1702,540,211,1083,434,530,175,476,168,562,449,594,839,1072,932,230,419,946,550,1039,451,1613,1130,748,219,3081,794,954,329,269
ENSG00000010818,1523,983,783,1066,1302,293,1080,813,1605,818,1094,960,1307,1298,893,1416,559,831,558,591,492,469,184,754,665,1031,1614,832,895,542,1159,966,1405,1202,1706,1958,1075,779,509,2515,1221,1369,1398,643
ENSG00000010932,64,25,30,8,15,21,24,23,135,38,53,11,17,9,18,6,6,34,26,7,72,15,31,27,24,18,38,24,49,5,8,9,44,50,50,55,127,14,19,181,40,28,41,9
ENSG00000011007,1292,1774,1068,1418,2361,1006,1485,1662,1502,1320,1106,2020,1572,1572,2410,1178,764,1308,787,1047,1165,1160,793,1492,998,993,2122,1587,790,1654,1014,1250,1847,1631,1608,2294,1331,1456,1058,1888,1578,1529,1134,1159
ENSG00000011009,2684,4394,3080,3621,3463,5119,2582,3585,3062,2914,2307,4721,4380,5866,4415,3801,1260,3361,2132,2478,4399,2922,3600,3521,2666,3339,6670,3609,1996,3776,1429,2901,3013,3111,2652,6284,3022,3310,2304,1995,3370,4095,2557,2567
ENSG00000011021,388,594,337,303,811,206,213,409,697,513,280,474,239,299,342,583,149,494,208,297,318,282,180,401,213,185,554,516,345,271,171,342,609,541,414,701,468,615,261,658,430,669,240,373
ENSG00000011028,2555,338,1073,593,1025,125,401,366,1384,822,1015,355,1303,589,353,412,653,739,260,437,348,214,115,817,107,447,311,556,779,274,108,412,1014,647,748,1618,583,675,265,2364,1022,1014,669,202
ENSG00000011052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011083,54,529,118,163,201,98,20,194,670,225,57,161,204,199,112,316,42,277,38,133,106,338,29,161,105,76,254,309,103,181,102,224,619,314,30,247,19,673,102,86,99,381,118,274
ENSG00000011105,1176,381,687,501,836,196,563,304,1295,715,765,289,558,309,562,283,793,584,352,326,472,288,264,453,482,219,738,456,700,258,586,408,1188,609,704,570,1363,510,709,1234,625,982,787,257
ENSG00000011114,1292,2269,1334,1563,2119,821,1064,2077,1801,1753,1093,2056,1674,1623,2361,1813,1138,1406,566,1283,863,1289,577,2159,846,1121,1016,1921,1655,1497,1848,1438,2401,1759,1097,2191,945,1646,1119,1644,1555,2247,756,1466
ENSG00000011132,468,358,426,298,464,377,345,193,578,405,325,353,345,300,529,457,393,330,282,312,567,287,395,290,467,216,489,310,322,180,449,265,750,411,668,452,787,356,373,326,386,332,514,195
ENSG00000011143,651,373,292,198,806,326,297,252,924,411,448,304,210,130,726,185,465,316,366,226,867,331,475,208,292,127,705,219,472,136,427,160,951,362,894,187,1069,494,397,177,696,374,568,167
ENSG00000011198,827,2280,1632,2199,1173,1925,719,3423,812,1614,1380,2569,2862,2874,1488,2264,1272,1752,666,1168,1450,1460,1218,4695,1063,1303,1507,2386,1170,1782,1325,1099,1181,1070,1218,4846,1332,2560,635,4021,1563,3553,1152,1152
ENSG00000011201,971,27,330,19,157,12,34,21,340,37,191,42,47,12,53,17,291,25,14,11,283,11,51,26,15,36,48,32,80,8,2,34,100,72,230,183,336,13,60,207,117,32,110,20
ENSG00000011243,1229,676,798,563,1313,455,578,484,1777,773,1078,880,467,320,1083,762,837,746,575,487,929,526,441,476,929,315,1262,662,853,479,1087,464,1641,870,2095,750,1805,1152,667,728,733,763,1020,443
ENSG00000011258,2024,1355,1076,801,1438,719,708,1261,3043,1334,1320,1334,906,569,1980,866,1241,894,1355,931,2095,967,888,1007,1011,493,1362,959,1517,672,1419,725,3146,1188,2351,857,2201,1032,981,507,970,1187,1538,790
ENSG00000011260,2954,1144,1390,1118,1392,1439,1955,882,2150,878,1900,987,1413,811,2583,487,1714,995,1607,610,5122,862,2321,875,2274,823,3694,788,1699,630,1990,909,3319,882,3918,870,4037,1011,1334,849,1570,796,2693,503
ENSG00000011275,1838,871,895,887,1675,398,1837,787,2828,1265,1842,968,1042,768,1564,1083,1245,1528,1398,755,1158,602,505,703,874,553,1494,1056,929,566,1479,857,2493,1574,3303,1209,1107,781,1620,992,1211,1202,3237,581
ENSG00000011295,2418,2880,3264,3514,2590,2275,1132,3389,2428,2611,1728,3677,3408,3714,3837,2484,2818,2689,2626,1763,2156,1601,1641,3221,2397,2056,2244,1924,3431,2035,5474,3058,2387,2753,3776,2263,3320,4600,1972,1476,2381,3912,1706,1642
ENSG00000011304,13177,8803,8731,7074,12469,3114,9232,6564,16279,6597,14506,8879,7187,8363,15775,7646,8832,6084,6665,5198,11402,4835,5744,6609,7027,5726,10879,5898,10035,6121,7191,5455,19658,5811,18843,9040,13722,5546,11204,7118,9651,5988,13429,5057
ENSG00000011332,78,5,7,3,19,0,5,6,11,9,4,9,2,10,5,1,20,0,3,6,4,4,2,1,3,3,4,2,10,0,3,6,23,6,19,15,11,2,3,2,10,9,6,2
ENSG00000011347,1785,1038,932,703,2617,363,2059,811,2547,653,1998,790,1034,1161,2671,1034,1575,508,1094,602,1212,425,366,652,1064,790,2004,959,807,1887,3561,773,5061,1011,6125,913,1634,304,1016,431,212,364,4035,747
ENSG00000011376,1585,1494,1639,1580,1648,665,1834,1428,3077,1162,2870,1367,1765,1313,2692,754,2493,931,1349,677,2360,1163,693,1067,1171,759,2108,912,1895,604,1251,849,3106,837,3170,453,1562,1924,1577,282,1461,1001,4058,636
ENSG00000011405,4288,3191,2562,2436,3930,1097,2374,3220,5299,2846,4120,3817,3069,2525,4854,2659,2803,2432,2280,2082,2461,2043,1043,2538,2582,1563,4213,2624,4329,3058,3580,2107,5003,3254,4376,2819,3534,2494,2513,1994,2711,2729,4955,2073
ENSG00000011422,4972,3633,3754,3879,1504,1536,1295,1880,1751,877,1679,3223,6400,7356,1968,4976,1351,2129,1168,2303,1454,787,1991,1644,4679,3563,3716,1235,1769,2478,931,879,3259,1536,6359,7860,2319,870,857,11202,3352,1707,2686,2057
ENSG00000011426,8818,831,1118,537,3259,222,3829,576,3653,452,4944,331,1530,160,5204,221,3292,349,1859,240,5875,807,1529,310,3007,208,5437,231,4100,414,547,315,3433,116,4119,77,3860,528,2874,82,3456,368,6756,351
ENSG00000011451,2054,911,1511,983,1856,376,1328,1053,2550,1353,1733,1138,896,1053,1652,1120,1237,1211,952,748,925,537,496,1112,847,834,1465,1076,1308,629,1283,878,2371,1246,2875,1407,1571,941,1577,1315,1267,1265,1842,635
ENSG00000011454,3376,3499,1890,1972,3408,1396,1325,2106,2051,4115,2098,3674,2226,1644,3532,2429,1962,3489,1469,2530,1197,2312,828,2170,1076,1742,3146,2673,2055,2764,3473,2440,2949,4539,2468,2981,2902,2358,1246,1580,1976,2416,2491,2349
ENSG00000011465,27661,19972,11440,16671,5515,12386,3094,10330,11701,43340,8427,14213,18657,9745,2818,10196,6963,73416,3078,19287,7290,9359,5604,38470,2683,31256,6852,26387,7905,6753,799,21682,7789,40904,5700,44173,22690,36921,1895,50689,6682,26951,5373,6574
ENSG00000011478,299,236,299,186,403,377,272,154,733,241,405,223,214,111,494,153,282,183,263,157,372,163,428,227,427,108,509,170,286,122,277,167,879,229,636,178,643,379,305,122,469,296,571,176
ENSG00000011485,2143,1601,1948,1365,2261,1075,1422,1207,2464,1496,2863,1927,1419,1518,2399,1198,1345,1474,967,1065,1901,1165,1206,1311,1306,1289,1803,1370,1865,1088,1164,1448,5334,1322,2593,1533,2605,1633,3223,777,2012,1405,1846,955
ENSG00000011523,1059,487,523,432,1494,415,582,394,1017,1203,707,637,419,289,1042,441,902,1079,502,445,595,326,515,469,755,287,726,483,643,195,1128,455,1780,1133,1855,794,1067,745,906,931,480,835,795,238
ENSG00000011566,2172,1729,1491,1293,2093,1165,1395,1587,2097,1376,1993,1942,1459,1396,2533,1372,1393,1331,1584,1109,2712,972,842,1398,2454,901,2050,1586,1961,1547,2594,1091,3648,1759,2562,1746,2188,1259,1442,1221,1360,1617,2208,1152
